model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,train_loss,val_loss,test_loss,val_ratio_to_final,test_ratio_to_final,val_suffix_excursion,test_suffix_excursion,weight_decay,wd_at_grid_max,wd_at_grid_min,n_probe_params,is_tunnel_entrance_0.01,is_tunnel_entrance_0.02,is_tunnel_entrance_0.05,is_tunnel_entrance_0.1,is_first_crossing_0.01,is_first_crossing_0.02,is_first_crossing_0.05,is_first_crossing_0.1,test_loss_point,test_loss_ci_lo,test_loss_ci_hi,test_loss_delta_vs_last,test_loss_delta_ci_lo,test_loss_delta_ci_hi,test_mase_point,test_mase_ci_lo,test_mase_ci_hi,test_mase_delta_vs_last,test_mase_delta_ci_lo,test_mase_delta_ci_hi,test_mae_point,test_mae_ci_lo,test_mae_ci_hi,test_mae_delta_vs_last,test_mae_delta_ci_lo,test_mae_delta_ci_hi,test_wql_point,test_wql_ci_lo,test_wql_ci_hi,test_wql_delta_vs_last,test_wql_delta_ci_lo,test_wql_delta_ci_hi,test_mase,test_mae,test_wql
chronos2,electricity_15min,Electricity 15min,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,0.26882651500628363,0.2859317094428849,0.27308198331876565,2.717203184900368,1.6543985131560706,1.717203184900368,0.6543985131560706,0.01,False,False,110736,False,False,False,False,False,False,False,False,0.27308198331876565,0.26501705371099343,0.282238739672053,-0.1080177734883232,-0.11934064547922323,-0.09610306310204378,2.4929663014755414,2.305190571526319,2.6930193086822656,-0.9669427667628612,-1.075271345420102,-0.852467122363913,157.72554293597886,94.6621537388753,235.84499238917752,-56.767383008649645,-89.59531207127516,-31.940175732941356,1.8532446036074233,1.7076431332889122,2.06832613779171,-0.63868051185226,-0.7566824778342274,-0.4704474110400837,2.4929663014755414,157.72554293597886,1.8532446036074233
chronos2,electricity_15min,Electricity 15min,1,L1,block,block_depth,True,1,0.08333333333333333,0.08333333333333333,False,False,False,0.1571803846512754,0.17027396262260794,0.18456167559928566,1.6181099831327908,1.118120492557844,0.6181099831327908,0.11812049255784407,0.1,False,False,110736,False,False,False,False,False,False,False,False,0.18456167559928566,0.17398134528851236,0.1959494978864855,-0.019497465768843203,-0.028632597955839553,-0.010310371146885747,1.6232199205501747,1.4595421888846267,1.8038539836288074,-0.09719638583749446,-0.17265234986868677,-0.02125737198153367,117.91533904790037,62.358346656142054,190.4909906872014,-16.957179120571155,-38.64382357440903,-0.7191657096549928,1.4732085696342339,1.2254927020820516,1.8977141382093496,-0.25864447787907063,-0.42560742388589196,-0.07182271648307997,1.6232199205501747,117.91533904790037,1.4732085696342339
chronos2,electricity_15min,Electricity 15min,2,L2,block,block_depth,True,2,0.16666666666666666,0.16666666666666666,False,False,False,0.11968529744707102,0.11919929189536407,0.15860741818679197,1.1327484321589345,0.9608831517729794,0.1327484321589345,0.007453968926187882,1.0,False,False,110736,False,False,False,False,False,False,False,False,0.15860741818679197,0.14770240085199474,0.1706534142129635,0.0064567916436504835,-0.00040826032307880175,0.013404109591319577,1.3796334089766529,1.2187271702301117,1.558290729678413,0.1463901257360274,0.09095781293084833,0.20252732220311195,95.02442208109511,50.206826929285256,154.9821774486153,5.933737846234109,-13.339618515623306,22.254393655629556,1.2482212054201647,0.9468545064563001,1.776975724018236,-0.03365711366500146,-0.27234594455614164,0.11861679189126863,1.3796334089766529,95.02442208109511,1.2482212054201647
chronos2,electricity_15min,Electricity 15min,3,L3,block,block_depth,True,3,0.25,0.25,False,False,False,0.11286890435124744,0.11390477733132039,0.1521906481899378,1.0824347685783846,0.9220087646272401,0.10980684673176921,0.007453968926187882,3.0,False,False,110736,False,False,False,False,False,False,False,True,0.1521906481899378,0.14160912035260603,0.1635499121180472,0.012873561640504655,0.006250992932051179,0.019698468112664007,1.3628282366205078,1.2014978774757843,1.5417225331361477,0.16319529809217248,0.11043507986094739,0.21552703810495627,93.71969768764812,49.76984092851379,153.27177628175977,7.238462239681098,-12.32805450594623,25.002151474096415,1.1990663736082259,0.897403856528168,1.7245870920502162,0.015497718146937345,-0.22214262698649107,0.15770920010150427,1.3628282366205078,93.71969768764812,1.1990663736082259
chronos2,electricity_15min,Electricity 15min,4,L4,block,block_depth,True,4,0.3333333333333333,0.3333333333333333,False,False,False,0.11205218734227687,0.11678514532915509,0.1504146782894626,1.1098068467317692,0.9112494976589524,0.10980684673176921,0.007453968926187882,3.0,False,False,110736,False,False,False,False,False,False,False,False,0.1504146782894626,0.140016135074312,0.16162121776342106,0.014649531540979865,0.008125892046924306,0.021485925590946493,1.371279592235006,1.2119861622387278,1.5501041530450097,0.1547439424776742,0.10220903165192108,0.20781307620638093,93.48759290161634,49.890122882233854,152.14715575239754,7.470567025712882,-11.179185560610891,25.55098502684166,1.1726067994983431,0.8826913884527631,1.668897309974555,0.0419572922568201,-0.16042041325596867,0.16707189170490416,1.371279592235006,93.48759290161634,1.1726067994983431
chronos2,electricity_15min,Electricity 15min,5,L5,block,block_depth,True,5,0.4166666666666667,0.4166666666666667,False,False,False,0.10847630689837241,0.11548195861791836,0.14879764717441935,1.0974226900770503,0.9014531213475503,0.1082769241009307,0.007453968926187882,3.0,False,False,110736,False,False,False,False,False,False,False,False,0.14879764717441935,0.13858399702349808,0.15979186047316452,0.01626656265602311,0.010115794959044402,0.022782285549528627,1.3395017333011419,1.180839286586249,1.5183406673092632,0.1865218014115384,0.13583520949464087,0.23884851648614105,90.84257798082216,48.821652526019356,145.88909868548674,10.115581946507064,-4.075126128913867,26.24226717767995,1.155175119721657,0.886511125714623,1.613422811913953,0.05938897203350613,-0.10030172953344416,0.16376285719873268,1.3395017333011419,90.84257798082216,1.155175119721657
chronos2,electricity_15min,Electricity 15min,6,L6,block,block_depth,True,6,0.5,0.5,False,False,False,0.10466539081041748,0.1149387267766563,0.1509359432028905,1.0922603690036283,0.9144074500337486,0.1082769241009307,0.007453968926187882,1.0,False,False,110736,False,False,False,False,False,False,False,False,0.1509359432028905,0.14056568793056687,0.16216012782004896,0.014128266627551955,0.008309437931010522,0.02022286632972707,1.3525028200905558,1.198042693606013,1.5272615764481903,0.17352071462212448,0.12276927500223495,0.22626016938258517,89.91533887815307,49.50768574654009,143.1606511925983,11.042821049176155,-3.7777149402882904,31.183096986925296,1.1329286418255882,0.8649685808368845,1.5746927962456307,0.08163544992957505,-0.05987066833831055,0.17703793069524387,1.3525028200905558,89.91533887815307,1.1329286418255882
chronos2,electricity_15min,Electricity 15min,7,L7,block,block_depth,True,7,0.5833333333333334,0.5833333333333334,False,False,False,0.10324959168972253,0.11662415133519027,0.15988376809156124,1.1082769241009307,0.9686155966565818,0.1082769241009307,0.007453968926187882,0.3,False,False,110736,False,False,False,False,False,False,False,False,0.15988376809156124,0.14963096588466118,0.17111931475455242,0.005180441738881214,-0.00026981564316870603,0.010877536988340828,1.4008982129027059,1.2497761763211657,1.5694823363973551,0.12512532180997438,0.07434607930638762,0.18051899088613768,94.20258704347006,52.72221877207941,148.6595656326601,6.755572883859159,-10.713867231393458,30.289381981099098,1.2136197418140962,0.9196629205833883,1.6549936158274081,0.0009443499410670686,-0.15620139137395272,0.13521373027772093,1.4008982129027059,94.20258704347006,1.2136197418140962
chronos2,electricity_15min,Electricity 15min,8,L8,block,block_depth,True,8,0.6666666666666666,0.6666666666666666,False,False,False,0.10408268725149429,0.11615509050720521,0.1604076392294569,1.1038194486492001,0.971789338186825,0.10381944864920012,0.007453968926187882,3.0,False,False,110736,False,False,False,False,False,False,False,False,0.1604076392294569,0.15033844688885936,0.1714798231811782,0.004656570600985566,-0.00042656747382562233,0.010156085048908832,1.432599783313709,1.2730585618744192,1.614023360599122,0.0934237513989713,0.05117442283931927,0.13881886995987217,96.69021556523288,54.30221088943115,150.58615684983235,4.267944362096344,-10.11911783693291,22.808870803837145,1.2184774423984956,0.9363521041965485,1.6501362211039132,-0.003913350643332425,-0.1425910103487038,0.1152555019324928,1.432599783313709,96.69021556523288,1.2184774423984956
chronos2,electricity_15min,Electricity 15min,9,L9,block,block_depth,True,9,0.75,0.75,False,False,False,0.10501767725415175,0.11250167150931958,0.1637011545760031,1.06910108265834,0.991742272562662,0.06910108265834003,0.007453968926187882,10.0,False,False,110736,False,False,False,True,False,False,False,False,0.1637011545760031,0.15332871467863274,0.174949385155035,0.0013630552544393604,-0.002873959007338829,0.005516269115219238,1.4490588812808434,1.2909588107474212,1.6297586343459374,0.0769646534318369,0.03849098401947368,0.11784191167862708,92.52136984208202,53.97193178763282,141.23782643094796,8.436790085247196,-2.0757399341150964,25.294261100849496,1.1614580483180181,0.9181468702786572,1.5332641482442224,0.05310604343714509,-0.023408689825683063,0.12521843861998114,1.4490588812808434,92.52136984208202,1.1614580483180181
chronos2,electricity_15min,Electricity 15min,10,L10,block,block_depth,True,10,0.8333333333333334,0.8333333333333334,True,False,False,0.10288298659432824,0.10787079314068529,0.16336293676370428,1.0250939402652968,0.9896932650119262,0.025093940265296766,0.007453968926187882,10.0,False,False,110736,False,False,True,False,False,False,True,False,0.16336293676370428,0.15257775354846062,0.17520528421950535,0.0017012730667381737,-0.0010934273033395773,0.0044973862538725574,1.4452404514944888,1.2849185141878243,1.6277777739733903,0.0807830832181915,0.04564376193325914,0.11834780700695516,95.51648007449583,55.287087540264984,146.59682609736393,5.4416798528333885,-3.90021531920437,17.74371230394758,1.1975751462150477,0.9788339463236679,1.5368021833170082,0.01698894554011554,-0.0320644792025012,0.06332642842705782,1.4452404514944888,95.51648007449583,1.1975751462150477
